Sample,Potential_V,Current1_A,Current2_A,NaOH_M,Inhibitor_ppm,Temp_C
"2.5M, 125PPM, 30DEGREES",-1.19843,-0.0999969,0.0999969,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.19598,-0.0999969,0.0999969,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.19354,-0.0999969,0.0999969,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.1911,-0.0999969,0.0999969,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.18866,-0.0999969,0.0999969,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.18622,-0.0999969,0.0999969,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.18378,-0.0995117,0.0995117,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.18134,-0.0968292,0.0968292,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.17889,-0.0999969,0.0999969,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.17645,-0.0999969,0.0999969,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.17401,-0.0838898,0.0838898,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.17157,-0.0847626,0.0847626,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.16913,-0.0999969,0.0999969,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.16669,-0.0928497,0.0928497,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.16425,-0.0714142,0.0714142,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.1618,-0.0761749,0.0761749,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.15936,-0.0894135,0.0894135,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.15692,-0.079718,0.079718,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.15448,-0.0621613,0.0621613,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.15204,-0.0680756,0.0680756,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.1496,-0.0798492,0.0798492,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.14716,-0.0674652,0.0674652,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.14471,-0.051181,0.051181,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.14227,-0.0609833,0.0609833,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.13983,-0.0708649,0.0708649,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.13739,-0.0550781,0.0550781,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.13495,-0.0420807,0.0420807,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.13251,-0.0544861,0.0544861,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.13007,-0.0609589,0.0609589,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.12762,-0.0434265,0.0434265,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.12518,-0.0333893,0.0333893,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.12274,-0.0488403,0.0488403,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.1203,-0.0521088,0.0521088,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.11786,-0.0320343,0.0320343,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.11542,-0.0253998,0.0253998,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.11298,-0.0428192,0.0428192,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.11053,-0.0432373,0.0432373,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.10809,-0.0220337,0.0220337,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.10565,-0.0180237,0.0180237,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.10321,-0.0370911,0.0370911,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.10077,-0.0351685,0.0351685,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.09833,-0.0125671,0.0125671,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.09589,-0.0112579,0.0112579,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.09344,-0.0312744,0.0312744,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.091,-0.0273956,0.0273956,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.08856,-0.00416199,0.00416199,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.08612,-0.00546906,0.00546906,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.08368,-0.025174,0.025174,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.08124,-0.0201691,0.0201691,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.0788,0.00299591,0.00299591,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.07635,-0.000263397,0.000263397,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.07391,-0.0196869,0.0196869,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.07147,-0.0135773,0.0135773,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.06903,0.00903931,0.00903931,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.06659,0.00425232,0.00425232,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.06415,-0.0147736,0.0147736,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.06171,-0.00775146,0.00775146,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.05927,0.0143158,0.0143158,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.05682,0.00822754,0.00822754,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.05438,-0.0098053,0.0098053,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.05194,-0.0018396,0.0018396,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.0495,0.0188904,0.0188904,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.04706,0.0117828,0.0117828,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.04462,-0.00610504,0.00610504,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.04218,0.00290985,0.00290985,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.03973,0.0232452,0.0232452,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.03729,0.0151306,0.0151306,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.03485,-0.0024292,0.0024292,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.03241,0.00712372,0.00712372,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.02997,0.0269806,0.0269806,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.02753,0.0183502,0.0183502,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.02509,0.00101593,0.00101593,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.02264,0.0107727,0.0107727,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.0202,0.0303619,0.0303619,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.01776,0.0210632,0.0210632,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.01532,0.00395203,0.00395203,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.01288,0.0138947,0.0138947,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.01044,0.0333191,0.0333191,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.008,0.0238892,0.0238892,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.00555,0.00645538,0.00645538,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.00311,0.016568,0.016568,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-1.00067,0.0360626,0.0360626,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.99823,0.0266144,0.0266144,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.995789,0.00887146,0.00887146,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.993347,0.0188232,0.0188232,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.990906,0.0385071,0.0385071,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.988464,0.0293854,0.0293854,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.986023,0.0111725,0.0111725,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.983582,0.0204285,0.0204285,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.98114,0.0404877,0.0404877,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.978699,0.0321259,0.0321259,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.976257,0.0132416,0.0132416,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.973816,0.0215637,0.0215637,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.971375,0.0430969,0.0430969,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.968933,0.0350403,0.0350403,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.966492,0.0149628,0.0149628,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.96405,0.0220032,0.0220032,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.961609,0.0447235,0.0447235,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.959167,0.0384827,0.0384827,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.956726,0.0166809,0.0166809,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.954285,0.0217133,0.0217133,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.951843,0.0454132,0.0454132,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.949402,0.0419098,0.0419098,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.94696,0.0182037,0.0182037,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.944519,0.0209595,0.0209595,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.942078,0.0455719,0.0455719,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.939636,0.0453156,0.0453156,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.937195,0.0208069,0.0208069,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.934753,0.0201569,0.0201569,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.932312,0.0434296,0.0434296,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.929871,0.0481842,0.0481842,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.927429,0.0259796,0.0259796,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.924988,0.0195587,0.0195587,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.922546,0.0396484,0.0396484,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.920105,0.0505066,0.0505066,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.917664,0.0317841,0.0317841,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.915222,0.0196106,0.0196106,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.912781,0.0360352,0.0360352,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.910339,0.0521393,0.0521393,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.907898,0.0375153,0.0375153,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.905457,0.0203918,0.0203918,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.903015,0.0327637,0.0327637,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.900574,0.0530731,0.0530731,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.898132,0.0423004,0.0423004,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.895691,0.0220673,0.0220673,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.89325,0.0304138,0.0304138,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.890808,0.0539825,0.0539825,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.888367,0.0468506,0.0468506,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.885925,0.0236664,0.0236664,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.883484,0.02901,0.02901,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.881042,0.053949,0.053949,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.878601,0.0501984,0.0501984,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.87616,0.0265472,0.0265472,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.873718,0.0287506,0.0287506,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.871277,0.0530609,0.0530609,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.868835,0.0528229,0.0528229,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.866394,0.0286102,0.0286102,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.863953,0.0289215,0.0289215,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.861511,0.0529022,0.0529022,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.85907,0.0555328,0.0555328,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.856628,0.0322052,0.0322052,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.854187,0.0297058,0.0297058,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.851746,0.052356,0.052356,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.849304,0.058844,0.058844,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.846863,0.0368958,0.0368958,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.844421,0.0314148,0.0314148,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.84198,0.0528412,0.0528412,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.839539,0.0620819,0.0620819,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.837097,0.0419403,0.0419403,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.834656,0.0340759,0.0340759,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.832214,0.0544647,0.0544647,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.829773,0.0665009,0.0665009,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.827332,0.0481323,0.0481323,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.82489,0.0386902,0.0386902,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.822449,0.0581879,0.0581879,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.820007,0.0726593,0.0726593,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.817566,0.0560455,0.0560455,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.815125,0.0456177,0.0456177,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.812683,0.0651093,0.0651093,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.810242,0.0812073,0.0812073,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.8078,0.0657074,0.0657074,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.805359,0.0554047,0.0554047,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.802917,0.0745331,0.0745331,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.800476,0.0904755,0.0904755,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.798035,0.0750397,0.0750397,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.795593,0.064563,0.064563,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.793152,0.0830536,0.0830536,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.79071,0.0974945,0.0974945,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.788269,0.0803558,0.0803558,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.785828,0.0691895,0.0691895,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.783386,0.0873932,0.0873932,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.780945,0.1,0.1,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.778503,0.0808685,0.0808685,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.776062,0.0692383,0.0692383,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.773621,0.0872986,0.0872986,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.771179,0.0986969,0.0986969,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.768738,0.0780487,0.0780487,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.766296,0.0667084,0.0667084,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.763855,0.0846558,0.0846558,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.761414,0.0946838,0.0946838,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.758972,0.0729492,0.0729492,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.756531,0.0623871,0.0623871,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.754089,0.0806091,0.0806091,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.751648,0.089389,0.089389,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.749207,0.0672852,0.0672852,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.746765,0.0573517,0.0573517,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.744324,0.075708,0.075708,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.741882,0.0837433,0.0837433,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.739441,0.0614288,0.0614288,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.737,0.0520203,0.0520203,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.734558,0.0698364,0.0698364,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.732117,0.0776245,0.0776245,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.729675,0.0554535,0.0554535,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.727234,0.045752,0.045752,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.724792,0.0636108,0.0636108,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.722351,0.0716553,0.0716553,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.71991,0.0498291,0.0498291,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.717468,0.0396759,0.0396759,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.715027,0.0575775,0.0575775,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.712585,0.0662323,0.0662323,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.710144,0.0445679,0.0445679,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.707703,0.0337738,0.0337738,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.705261,0.0513275,0.0513275,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.70282,0.0610443,0.0610443,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.700378,0.0402649,0.0402649,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.697937,0.0287567,0.0287567,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.695496,0.0458099,0.0458099,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.693054,0.0563995,0.0563995,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.690613,0.0358337,0.0358337,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.688171,0.0240417,0.0240417,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.68573,0.0412354,0.0412354,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.683289,0.052182,0.052182,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.680847,0.0322174,0.0322174,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.678406,0.0201111,0.0201111,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.675964,0.0371216,0.0371216,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.673523,0.0488525,0.0488525,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.671082,0.0290405,0.0290405,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.66864,0.0168396,0.0168396,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.666199,0.0336517,0.0336517,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.663757,0.0456635,0.0456635,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.661316,0.0268677,0.0268677,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.658875,0.0142426,0.0142426,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.656433,0.0306915,0.0306915,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.653992,0.0431183,0.0431183,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.65155,0.0243805,0.0243805,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.649109,0.011908,0.011908,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.646667,0.0285553,0.0285553,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.644226,0.0409637,0.0409637,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.641785,0.022168,0.022168,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.639343,0.0100372,0.0100372,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.636902,0.0265076,0.0265076,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.63446,0.0388245,0.0388245,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.632019,0.0204742,0.0204742,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.629578,0.00871887,0.00871887,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.627136,0.025415,0.025415,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.624695,0.0369263,0.0369263,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.622253,0.0183563,0.0183563,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.619812,0.00780334,0.00780334,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.617371,0.0251007,0.0251007,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.614929,0.0351044,0.0351044,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.612488,0.0157227,0.0157227,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.610046,0.00726837,0.00726837,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.607605,0.0256165,0.0256165,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.605164,0.0326141,0.0326141,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.602722,0.014389,0.014389,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.600281,0.00836792,0.00836792,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.597839,0.0250031,0.0250031,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.595398,0.0299561,0.0299561,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.592957,0.01138,0.01138,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.590515,0.00834656,0.00834656,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.588074,0.026474,0.026474,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.585632,0.0282135,0.0282135,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.583191,0.00827637,0.00827637,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.58075,0.00898132,0.00898132,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.578308,0.0282257,0.0282257,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.575867,0.026297,0.026297,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.573425,0.0062384,0.0062384,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.570984,0.010144,0.010144,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.568542,0.0295105,0.0295105,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.566101,0.0243164,0.0243164,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.56366,0.00536102,0.00536102,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.561218,0.0116791,0.0116791,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.558777,0.0299591,0.0299591,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.556335,0.0220306,0.0220306,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.553894,0.00540344,0.00540344,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.551453,0.0137115,0.0137115,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.549011,0.0315735,0.0315735,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.54657,0.0198456,0.0198456,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.544128,0.00449371,0.00449371,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.541687,0.0169891,0.0169891,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.539246,0.0303375,0.0303375,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.536804,0.015863,0.015863,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.534363,0.00476715,0.00476715,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.531921,0.0228607,0.0228607,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.52948,0.0309204,0.0309204,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.527039,0.0134338,0.0134338,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.524597,0.00786743,0.00786743,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.522156,0.0277649,0.0277649,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.519714,0.0317413,0.0317413,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.517273,0.0109802,0.0109802,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.514832,0.0117615,0.0117615,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.51239,0.0333649,0.0333649,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.509949,0.0319122,0.0319122,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.507507,0.010611,0.010611,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.505066,0.0158356,0.0158356,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.502625,0.0382507,0.0382507,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.500183,0.0324768,0.0324768,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.497742,0.0114044,0.0114044,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.4953,0.0200653,0.0200653,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.492859,0.0418365,0.0418365,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.490417,0.033078,0.033078,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.487976,0.0133209,0.0133209,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.485535,0.0245972,0.0245972,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.483093,0.0449677,0.0449677,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.480652,0.0336945,0.0336945,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.47821,0.0164734,0.0164734,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.475769,0.0285095,0.0285095,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.473328,0.0471741,0.0471741,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.470886,0.0346832,0.0346832,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.468445,0.0194794,0.0194794,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.466003,0.0325806,0.0325806,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.463562,0.048877,0.048877,2.5,125,30
"2.5M, 125PPM, 30DEGREES",-0.461121,0.035553,0.035553,2.5,125,30
